97.3629, -137.089, 78.823
98.1884, -135.99, 79.306
98.626, -135.123, 78.136
99.8083, -135.102, 77.778
99.4383, -136.474, 80.053
99.9847, -135.346, 80.922
99.1025, -137.669, 80.914
97.673, -134.412, 77.542
97.9545, -133.609, 76.359
99.0155, -132.552, 76.641
99.1631, -132.074, 77.767
96.6804, -132.921, 75.815
96.2899, -131.857, 76.693
95.5457, -133.921, 75.704
99.745, -132.193, 75.592
100.84, -131.24, 75.682
100.215, -129.86, 75.812
100.799, -128.932, 76.389
101.747, -131.368, 74.452
102.004, -130.1, 73.658
103.414, -129.579, 73.847
104.17, -130.211, 74.613
103.779, -128.564, 73.214
98.9997, -129.755, 75.286
98.1826, -128.568, 75.446
97.9477, -128.297, 76.926
98.1127, -127.173, 77.393
96.8346, -128.768, 74.751
95.8056, -127.7, 75.086
94.375, -128.196, 74.954
94.1699, -129.341, 74.49
93.4533, -127.43, 75.305
97.6004, -129.352, 77.659
97.331, -129.258, 79.089
98.5815, -128.876, 79.876
98.5107, -128.122, 80.847
96.7662, -130.585, 79.61
95.2491, -130.621, 79.593
94.6252, -130.181, 80.581
94.6825, -131.101, 78.587
99.7254, -129.4, 79.447
100.998, -129.095, 80.091
101.312, -127.612, 79.902
101.731, -126.93, 80.846
102.109, -129.981, 79.52
103.527, -129.891, 80.094
103.504, -129.748, 81.61
104.358, -131.104, 79.674
101.089, -127.108, 78.69
101.299, -125.687, 78.416
100.313, -124.806, 79.187
100.661, -123.704, 79.608
101.246, -125.393, 76.914
102.623, -125.406, 76.266
103.642, -125.253, 76.94
102.658, -125.597, 74.95
99.0862, -125.287, 79.366
98.1066, -124.548, 80.156
98.5343, -124.515, 81.626
98.3184, -123.523, 82.322
96.6749, -125.125, 80.008
95.7114, -124.448, 80.975
96.1807, -124.973, 78.577
99.1805, -125.584, 82.082
99.7202, -125.629, 83.438
100.837, -124.598, 83.6
100.833, -123.784, 84.538
100.249, -127.033, 83.75
100.957, -127.262, 85.089
100.068, -126.84, 86.247
101.385, -128.718, 85.238
101.78, -124.628, 82.662
102.922, -123.724, 82.704
102.477, -122.27, 82.625
103.015, -121.409, 83.325
103.9, -124.046, 81.585
101.488, -122.001, 81.778
100.95, -120.653, 81.653
100.29, -120.171, 82.94
100.368, -118.993, 83.276
99.9607, -120.559, 80.49
100.496, -119.773, 79.305
101.219, -118.505, 79.729
100.677, -117.678, 80.464
102.458, -118.353, 79.272
99.649, -121.086, 83.657
99.0202, -120.753, 84.928
100.06, -120.412, 85.988
99.9097, -119.44, 86.738
98.1401, -121.906, 85.401
96.8212, -121.967, 84.666
96.4676, -121.049, 83.927
96.0923, -123.059, 84.851
101.12, -121.216, 86.04
102.216, -120.95, 86.965
102.873, -119.603, 86.669
103.112, -118.8, 87.577
103.254, -122.068, 86.894
102.824, -123.402, 87.5
103.657, -124.537, 86.931
102.95, -123.346, 89.008
103.149, -119.358, 85.391
103.75, -118.1, 84.97
102.844, -116.925, 85.318
103.318, -115.874, 85.749
104.056, -118.115, 83.474
105.234, -119.004, 83.109
105.757, -118.693, 81.721
107.014, -119.487, 81.418
106.887, -120.24, 80.141
101.54, -117.11, 85.135
100.572, -116.074, 85.455
100.611, -115.761, 86.94
100.549, -114.597, 87.34
99.1609, -116.522, 85.085
98.9031, -116.474, 83.599
99.7704, -115.976, 82.853
97.8263, -116.948, 83.182
100.703, -116.805, 87.759
100.736, -116.613, 89.202
102.004, -115.871, 89.623
101.935, -114.902, 90.375
100.614, -117.946, 89.938
100.619, -117.853, 91.463
99.341, -118.457, 92.019
101.823, -118.552, 92.053
103.158, -116.316, 89.132
104.427, -115.717, 89.542
104.612, -114.294, 89.007
105.416, -113.526, 89.537
105.6, -116.594, 89.103
105.59, -117.985, 89.696
105.14, -118.207, 90.989
106.021, -119.078, 88.958
105.126, -119.476, 91.535
106.009, -120.351, 89.493
105.56, -120.544, 90.783
105.546, -121.808, 91.326
103.871, -113.942, 87.961
103.995, -112.618, 87.359
102.944, -111.635, 87.869
102.914, -110.478, 87.45
103.933, -112.71, 85.834
105.297, -112.934, 85.208
105.432, -113.679, 84.238
106.32, -112.299, 85.771
102.092, -112.096, 88.781
101.01, -111.268, 89.299
101.536, -110.33, 90.373
102.53, -110.632, 91.034
99.8939, -112.14, 89.884
100.022, -113.484, 89.465
100.877, -109.174, 90.541
101.248, -108.23, 91.596
101.085, -108.866, 92.969
101.741, -108.454, 93.927
100.228, -107.107, 91.414
99.9125, -107.149, 89.958
99.8362, -108.616, 89.661
100.214, -109.868, 93.053
99.9803, -110.594, 94.295
101.2, -111.397, 94.743
101.551, -111.396, 95.922
98.7745, -111.507, 94.145
101.839, -112.082, 93.799
103.06, -112.826, 94.09
104.247, -111.873, 94.192
