114.422	-110.095	218.372
113.384	-111.029	217.826
113.063	-110.769	216.336
113.861	-110.132	215.631
112.090	-111.067	218.709
112.241	-112.103	219.846
111.733	-109.673	219.239
111.915	-111.282	215.873
111.496	-111.211	214.452
110.804	-109.896	214.094
110.049	-109.354	214.907
110.565	-112.383	214.087
111.237	-113.568	213.370
110.293	-114.258	212.389
109.957	-113.641	211.352
109.886	-115.412	212.657
111.051	-109.407	212.873
110.507	-108.127	212.406
109.973	-108.148	210.973
110.596	-108.722	210.071
111.539	-106.995	212.507
112.825	-107.497	212.134
111.596	-106.446	213.922
108.820	-107.495	210.784
108.165	-107.362	209.479
108.342	-105.955	208.948
108.146	-104.991	209.673
106.646	-107.695	209.555
106.413	-109.166	209.977
105.943	-107.370	208.231
106.967	-110.265	209.006
108.704	-105.860	207.674
108.921	-104.588	207.000
107.636	-103.753	206.913
106.587	-104.256	206.512
109.510	-104.835	205.598
110.015	-103.643	204.999
107.731	-102.475	207.286
106.573	-101.583	207.322
106.044	-101.281	205.950
104.893	-100.908	205.802
106.889	-100.230	207.960
107.929	-99.589	207.222
107.311	-100.403	209.398
106.895	-101.438	204.950
106.583	-100.977	203.615
107.419	-99.757	203.322
107.777	-99.533	202.173
107.724	-98.963	204.352
108.702	-97.877	204.212
110.036	-98.251	204.779
110.132	-98.939	205.795
108.300	-96.597	204.915
109.481	-95.863	205.247
111.064	-97.723	204.140
112.429	-98.014	204.508
112.782	-97.261	205.788
113.287	-97.849	206.741
113.361	-97.612	203.355
114.482	-98.532	202.870
115.549	-98.669	203.929
113.953	-99.895	202.440
112.486	-95.968	205.815
112.956	-95.142	206.911
112.135	-95.354	208.163
112.599	-95.048	209.260
113.029	-93.667	206.523
111.778	-93.219	206.038
110.932	-95.889	208.006
110.141	-96.265	209.169
110.871	-97.379	209.895
110.996	-97.355	211.126
108.757	-96.750	208.763
107.614	-96.452	209.730
106.316	-96.843	209.092
107.765	-97.154	211.063
111.354	-98.348	209.112
112.128	-99.472	209.631
113.367	-98.943	210.336
113.752	-99.439	211.395
112.529	-100.443	208.506
111.333	-101.159	207.874
110.209	-100.617	207.899
111.522	-102.271	207.334
113.958	-97.909	209.743
115.181	-97.281	210.248
114.987	-96.596	211.601
115.809	-96.764	212.518
115.752	-96.291	209.200
116.360	-97.091	208.042
116.782	-95.325	209.830
116.417	-96.349	206.725
113.899	-95.834	211.720
113.605	-95.113	212.956
113.034	-96.026	214.042
113.079	-95.700	215.237
112.679	-93.946	212.684
112.497	-97.165	213.617
112.099	-98.209	214.543
113.297	-98.768	215.312
113.160	-99.118	216.489
111.385	-99.332	213.800
109.869	-99.227	213.772
109.336	-99.995	212.610
109.308	-99.784	215.047
114.458	-98.835	214.640
115.717	-99.402	215.191
115.889	-100.915	214.997
116.992	-101.478	215.243
114.794	-101.547	214.540
114.624	-103.001	214.456
114.502	-103.509	213.024
114.563	-104.709	212.785
113.386	-103.430	215.270
114.320	-102.597	212.078
114.110	-102.972	210.688
112.761	-103.639	210.497
112.642	-104.621	209.765
111.742	-103.111	211.165
110.388	-103.639	211.050
109.611	-103.583	212.350
110.100	-103.040	213.344
108.400	-104.149	212.345
107.519	-104.158	213.531
107.556	-105.467	214.334
107.161	-106.522	213.820
106.081	-103.856	213.139
105.851	-102.469	212.595
104.476	-102.448	212.037
106.019	-101.451	213.684
108.030	-105.396	215.596
108.188	-106.517	216.522
107.026	-107.517	216.578
105.945	-107.206	217.070
108.389	-105.811	217.863
109.136	-104.578	217.495
108.514	-104.138	216.198
107.287	-108.715	216.058
106.368	-109.843	216.102
106.102	-110.278	217.527
107.031	-110.399	218.343
106.967	-111.020	215.340
